Stace_4_Species,Plantlist,taxon name,Ploidy,Chromosome_number,Base,AnnPer,ddb id,qualifier,authority,vernacular,accepted name,accepted authority,accepted entity id,verification,taxonContext,canonical,brcConcept,tvk,rank,hybrid,bsbiStatus,Atlas 2000 status,genus,family,childtaxa,childtaxaauth,GB status,IE status,CI status,url,
Ulex europaeus,Ulex europaeus,Ulex europaeus,6,96,16,P,2cd4p9h.p9b,,L.,Gorse,,,,confirmed,b,Ulex europaeus,Vas_2112,NBNSYS0000003211,species,,N,N,Ulex,Fabaceae,Ulex europaeus var. europaeus;Ulex europaeus var. maritimus,Ulex europaeus var. europaeus L.;Ulex europaeus var. maritimus Hy,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p9b&class=TaxonInstance,
Ulex gallii,Ulex gallii,Ulex gallii,4,64,16,P,2cd4p9h.p9e,,Planch.,Western Gorse,,,,confirmed,b,Ulex gallii,Vas_2113,NHMSYS0000464695,species,,N,N,Ulex,Fabaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p9e&class=TaxonInstance,
Ulex minor,Ulex minor,Ulex minor,2,32,16,P,2cd4p9h.25k,,Roth,Dwarf Gorse,,,,confirmed,b,Ulex minor,Vas_2114,NBNSYS0000003213,species,,N,N,Ulex,Fabaceae,Ulex minor 'Variegata';Ulex minor 'Viminalis Aurea',Ulex minor 'Variegata';Ulex minor 'Viminalis Aurea',native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.25k&class=TaxonInstance,
Ulmus glabra,Ulmus glabra,Ulmus glabra,2,28,14,P,2cd4p9h.25t,,Huds.,Wych Elm,,,,unchecked,b,Ulmus glabra,Vas_2119,NHMSYS0000464701,species,,N,N,Ulmus,Ulmaceae,Ulmus glabra subsp. glabra;Ulmus glabra subsp. montana;Ulmus glabra 'Pendula';Ulmus glabra 'Lutescens';Ulmus glabra 'Camperdownii';Ulmus glabra 'Exoniensis',Ulmus glabra subsp. glabra Huds.;Ulmus glabra subsp. montana Hyl.;Ulmus glabra 'Pendula';Ulmus glabra 'Lutescens';Ulmus glabra 'Camperdownii';Ulmus glabra 'Exoniensis',native,native,alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.25t&class=TaxonInstance,
Ulmus minor,Ulmus minor,Ulmus minor,2,28,14,P,2cd4p9h.w4m,s.s.,Mill.,,,,,unchecked,b,Ulmus minor,Vas_2115,NHMSYS0100003177,species,,N,N,Ulmus,Ulmaceae,Ulmus minor subsp. angustifolia;Ulmus minor subsp. minor;Ulmus minor 'Carpinifolia';Ulmus minor 'Coritana';Ulmus minor 'Goodyeri';Ulmus minor 'Plotii';Ulmus minor subsp. sarniensis;Ulmus minor var. minor,Ulmus minor subsp. angustifolia (Weston) Stace;Ulmus minor subsp. minor Mill.;Ulmus minor 'Carpinifolia' stat.nov.;Ulmus minor 'Coritana' stat.nov.;Ulmus minor 'Goodyeri' stat.nov.;Ulmus minor 'Plotii' stat.nov.;Ulmus minor subsp. sarniensis (C.K.Schneid.) Stace;Ulmus minor var. minor Mill.,native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.w4m&class=TaxonInstance,
Ulmus plotii,Ulmus minor,Ulmus plotii,2,28,14,P,2cd4p9h.w4p,,Druce,Plot's Elm,,,,unchecked,b,Ulmus plotii,Vas_2121,NBNSYS0000003822,species,,N,N,Ulmus,Ulmaceae,,,native,native (inferred),alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.w4p&class=TaxonInstance,
Ulmus procera,Ulmus minor,Ulmus procera,2,28,14,P,2cd4p9h.261,,Salisb.,English Elm,,,,unchecked,b,Ulmus procera,Vas_2122,NBNSYS0000003812,species,,N,?N,Ulmus,Ulmaceae,,,native or alien,alien,alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.261&class=TaxonInstance,
Umbilicus rupestris,Umbilicus rupestris,Umbilicus rupestris,,,,P,2cd4p9h.267,,(Salisb.) Dandy,Navelwort,,,,confirmed,b,Umbilicus rupestris,Vas_2125,NBNSYS0000003488,species,,N,N,Umbilicus,Crassulaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.267&class=TaxonInstance,
Urtica dioica,Urtica dioica,Urtica dioica,4,52,13,P,2cd4p9h.9c0,,L.,Common Nettle,,,,unchecked,b,Urtica dioica,Vas_2126,NBNSYS0000003807,species,,N,N,Urtica,Urticaceae,Urtica dioica subsp. dioica;Urtica dioica subsp. galeopsifolia;Urtica dioica intermediate subsp.;Urtica dioica narrow-leaved subsp.,Urtica dioica subsp. dioica L.;Urtica dioica subsp. galeopsifolia (Wierzb. ex Opiz) Chrtek;Urtica dioica intermediate subsp.;Urtica dioica narrow-leaved subsp.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.9c0&class=TaxonInstance,
Urtica urens,Urtica urens,Urtica urens,2,24,13,A,2cd4p9h.p9k,,L.,Small Nettle,,,,unchecked,b,Urtica urens,Vas_2128,NBNSYS0000003806,species,,N,Ar,Urtica,Urticaceae,,,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.p9k&class=TaxonInstance,
Utricularia australis,Utricularia australis,Utricularia australis,,,,P,2cd4p9h.m6b,,R.Br.,Bladderwort,,,,unchecked,b,Utricularia australis,Vas_2131,NHMSYS0000464741,species,,N,N,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.m6b&class=TaxonInstance,
Utricularia bremii,Utricularia minor,Utricularia bremii,,,,P,2cd4p9h.95ys6v,,Heer ex Koell.,,,,,unchecked,b,Utricularia bremii,,NHMSYS0021118764,species,,,,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.95ys6v&class=TaxonInstance,
Utricularia intermedia,Utricularia intermedia,Utricularia intermedia,,,,P,2cd4p9h.7mxs39,agg.,,,,,,unchecked,b,Utricularia intermedia,Vas_2129,NHMSYS0000464743,species,,,,Utricularia,Lentibulariaceae,Utricularia ochroleuca;Utricularia stygia;Utricularia intermedia s.s.,Utricularia ochroleuca R.W.Hartm.;Utricularia stygia G.Thor;Utricularia intermedia Hayne s.s.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.7mxs39&class=TaxonInstance,
Utricularia minor,Utricularia minor,Utricularia minor,,,,P,2cd4p9h.5yw,,L.,Lesser Bladderwort,,,,unchecked,b,Utricularia minor,Vas_2130,NBNSYS0000004190,species,,N,N,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5yw&class=TaxonInstance,
Utricularia ochroleuca,Utricularia ochroleuca,Utricularia ochroleuca,,,,P,2cd4p9h.wz5,,R.W.Hartm.,Pale Bladderwort,,,,unchecked,b,Utricularia ochroleuca,Vas_4334,NHMSYS0000464747,species,,N,,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.wz5&class=TaxonInstance,
Utricularia stygia,Utricularia stygia,Utricularia stygia,,,,P,2cd4p9h.312,,G.Thor,Nordic Bladderwort,,,,unchecked,b,Utricularia stygia,Vas_4335,NHMSYS0000464748,species,,N,,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.312&class=TaxonInstance,
Utricularia vulgaris,Utricularia vulgaris,Utricularia vulgaris,,,,P,2cd4p9h.w4s,s.s.,L.,Greater Bladderwort,,,,unchecked,b,Utricularia vulgaris,Vas_2133,NBNSYS0000158900,species,,N,N,Utricularia,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.w4s&class=TaxonInstance,
Vaccinium microcarpum,Vaccinium microcarpum,Vaccinium microcarpum,2,24,12,P,2cd4p9h.1wg,,(Turcz. ex Rupr.) Schmalh.,Small Cranberry,,,,unchecked,b,Vaccinium microcarpum,Vas_1418,NBNSYS0000003919,species,,N,N,Vaccinium,Ericaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.1wg&class=TaxonInstance,
Vaccinium myrtillus,Vaccinium myrtillus,Vaccinium myrtillus,2,24,12,P,2cd4p9h.w50,,L.,Bilberry,,,,unchecked,b,Vaccinium myrtillus,Vas_2136,NBNSYS0000003915,species,,N,N,Vaccinium,Ericaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.w50&class=TaxonInstance,
Vaccinium oxycoccos,Vaccinium oxycoccos,Vaccinium oxycoccos,,,,P,2cd4p9h.xs8,,L.,Cranberry,,,,unchecked,b,Vaccinium oxycoccos,Vas_1419,NBNSYS0000003918,species,,N,N,Vaccinium,Ericaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.xs8&class=TaxonInstance,
Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium uliginosum,3,39,12,P,2cd4p9h.cy9,,L.,Bog Bilberry,,,,unchecked,b,Vaccinium uliginosum,Vas_2137,NBNSYS0000003917,species,,N,N,Vaccinium,Ericaceae,Vaccinium uliginosum subsp. microphyllum;Vaccinium uliginosum subsp. uliginosum,Vaccinium uliginosum subsp. microphyllum Lange;Vaccinium uliginosum subsp. uliginosum L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.cy9&class=TaxonInstance,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Vaccinium vitis-idaea,2,24,12,P,2cd4p9h.26d,,L.,Cowberry,,,,unchecked,b,Vaccinium vitis-idaea,Vas_2138,NBNSYS0000003914,species,,N,N,Vaccinium,Ericaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.26d&class=TaxonInstance,
Valeriana dioica,Valeriana dioica,Valeriana dioica,2,16,8,P,2cd4p9h.m6n,,L.,Marsh Valerian,,,,unchecked,b,Valeriana dioica,Vas_2139,NBNSYS0000004345,species,,N,N,Valeriana,Caprifoliaceae,Valeriana dioica subsp. dioica,Valeriana dioica subsp. dioica L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.m6n&class=TaxonInstance,
Valeriana officinalis,Valeriana officinalis,Valeriana officinalis,,,,P,2cd4p9h.fz9,,L.,Common Valerian,,,,unchecked,b,Valeriana officinalis,Vas_2140,NBNSYS0000004343,species,,N,N,Valeriana,Caprifoliaceae,Valeriana officinalis subsp. dunensis;Valeriana officinalis subsp. collina;Valeriana officinalis subsp. sambucifolia,Valeriana officinalis subsp. dunensis P.D.Sell;Valeriana officinalis subsp. collina (Wallr.) Nyman;Valeriana officinalis subsp. sambucifolia (J.C.Mikan ex Pohl) W.R.Hayw.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fz9&class=TaxonInstance,
Valerianella carinata,Valerianella carinata,Valerianella carinata,,,,A,2cd4p9h.cyc,,Loisel.,Keeled-fruited Cornsalad,,,,unchecked,b,Valerianella carinata,Vas_2142,NHMSYS0000464763,species,,N,Ar,Valerianella,Caprifoliaceae,,,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.cyc&class=TaxonInstance,
Valerianella dentata,Valerianella dentata,Valerianella dentata,2,16,8,A,2cd4p9h.fzc,,(L.) Pollich,Narrow-fruited Cornsalad,,,,unchecked,b,Valerianella dentata,Vas_2143,NBNSYS0000004341,species,,N,Ar,Valerianella,Caprifoliaceae,Valerianella dentata var. dentata;Valerianella dentata var. mixta,Valerianella dentata var. dentata (L.) Pollich;Valerianella dentata var. mixta Dufour,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.fzc&class=TaxonInstance,
Valerianella eriocarpa,Valerianella eriocarpa,Valerianella eriocarpa,,,,A,2cd4p9h.w53,,Desv.,Hairy-fruited Cornsalad,,,,unchecked,b,Valerianella eriocarpa,Vas_2144,NBNSYS0000004340,species,,A,Ne,Valerianella,Caprifoliaceae,Valerianella eriocarpa var. eriocarpa;Valerianella eriocarpa var. glabrescens,Valerianella eriocarpa var. eriocarpa Desv.;Valerianella eriocarpa var. glabrescens Coss.,native or alien,native (inferred),native or alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.w53&class=TaxonInstance,
Valerianella locusta,Valerianella locusta,Valerianella locusta,2,16,8,A,2cd4p9h.26p,,(L.) Laterr.,Common Cornsalad,,,,unchecked,b,Valerianella locusta,Vas_2145,NBNSYS0000004337,species,,N,N,Valerianella,Caprifoliaceae,Valerianella locusta var. dunensis;Valerianella locusta var. lasiocarpa;Valerianella locusta var. locusta;Valerianella locusta var. oleracea,Valerianella locusta var. dunensis D.E.Allen;Valerianella locusta var. lasiocarpa;Valerianella locusta var. locusta (L.) Laterr.;Valerianella locusta var. oleracea (Schltdl.) Breistr.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.26p&class=TaxonInstance,
Valerianella rimosa,Valerianella rimosa,Valerianella rimosa,,,,A,2cd4p9h.w56,,Bastard,Broad-fruited Cornsalad,,,,unchecked,b,Valerianella rimosa,Vas_2146,NHMSYS0000464767,species,,N,Ar,Valerianella,Caprifoliaceae,,,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.w56&class=TaxonInstance,
Verbascum lychnitis,Verbascum lychnitis,Verbascum lychnitis,,,,B,2cd4p9h.cyf,,L.,White Mullein,,,,unchecked,b,Verbascum lychnitis,Vas_2149,NBNSYS0000004049,species,,N,N,Verbascum,Scrophulariaceae,Verbascum lychnitis var. album;Verbascum lychnitis var. lychnitis,Verbascum lychnitis var. album (Mill.) Druce;Verbascum lychnitis var. lychnitis L.,native,alien,native (inferred),https://database.bsbi.org/object.php?entityid=2cd4p9h.cyf&class=TaxonInstance,
Verbascum nigrum,Verbascum nigrum,Verbascum nigrum,2,30,15,B,2cd4p9h.m6t,,L.,Dark Mullein,,,,unchecked,b,Verbascum nigrum,Vas_2150,NBNSYS0000004052,species,,N,N,Verbascum,Scrophulariaceae,Verbascum nigrum var. tomentosum;Verbascum nigrum var. nigrum;Verbascum nigrum 'Album',Verbascum nigrum var. tomentosum;Verbascum nigrum var. nigrum L.;Verbascum nigrum 'Album',native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.m6t&class=TaxonInstance,
Verbascum pulverulentum,Verbascum pulverulentum,Verbascum pulverulentum,2,32,16,B,2cd4p9h.9c6,,Vill.,Hoary Mullein,,,,unchecked,b,Verbascum pulverulentum,Vas_2153,NHMSYS0000464794,species,,N,?N,Verbascum,Scrophulariaceae,,,native,native (inferred),alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.9c6&class=TaxonInstance,
Verbascum thapsus,Verbascum thapsus,Verbascum thapsus,,,,B,2cd4p9h.w59,,L.,Great Mullein,,,,unchecked,b,Verbascum thapsus,Vas_2157,NBNSYS0000004046,species,,N,N,Verbascum,Scrophulariaceae,Verbascum thapsus subsp. thapsus;Verbascum thapsus subsp. giganteum,Verbascum thapsus subsp. thapsus L.;Verbascum thapsus subsp. giganteum (Willk.) Nyman,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.w59&class=TaxonInstance,
Verbena officinalis,Verbena officinalis,Verbena officinalis,,,,P,2cd4p9h.m71,,L.,Vervain,,,,unchecked,b,Verbena officinalis,Vas_2159,NBNSYS0000004191,species,,N,Ar,Verbena,Verbenaceae,Verbena officinalis var. officinalis;Verbena officinalis var. prostrata,Verbena officinalis var. officinalis L.;Verbena officinalis var. prostrata Gren. & Godr.,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.m71&class=TaxonInstance,
Veronica agrestis,Veronica agrestis,Veronica agrestis,4,28,7,A,2cd4p9h.m74,,L.,Green Field-speedwell,,,,unchecked,b,Veronica agrestis,Vas_2161,NBNSYS0000004125,species,,N,Ar,Veronica,Plantaginaceae,,,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.m74&class=TaxonInstance,
Veronica alpina,Veronica alpina,Veronica alpina,2,18,9,P,2cd4p9h.qt5,,L.,Alpine Speedwell,,,,unchecked,b,Veronica alpina,Vas_2162,NBNSYS0000004111,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.qt5&class=TaxonInstance,
Veronica anagallis-aquatica,Veronica anagallis-aquatica,Veronica anagallis-aquatica,4,36,9,A,2cd4p9h.9c9,,L.,Blue Water-Speedwell,,,,unchecked,b,Veronica anagallis-aquatica,Vas_2163,NBNSYS0000004097,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.9c9&class=TaxonInstance,
Veronica arvensis,Veronica arvensis,Veronica arvensis,2,16,9,A,2cd4p9h.27c,,L.,Wall Speedwell,,,,unchecked,b,Veronica arvensis,Vas_2165,NBNSYS0000004115,species,,N,N,Veronica,Plantaginaceae,Veronica arvensis var. arvensis;Veronica arvensis var. nana;Veronica arvensis var. polyanthos,Veronica arvensis var. arvensis L.;Veronica arvensis var. nana Poir.;Veronica arvensis var. polyanthos (Thuill.) Mathieu,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.27c&class=TaxonInstance,
Veronica beccabunga,Veronica beccabunga,Veronica beccabunga,2,18,9,P,2cd4p9h.p9t,,L.,Brooklime,,,,unchecked,b,Veronica beccabunga,Vas_2166,NBNSYS0000004096,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p9t&class=TaxonInstance,
Veronica catenata,Veronica catenata,Veronica catenata,4,36,9,A,2cd4p9h.fzv,,Pennell,Pink Water-Speedwell,,,,unchecked,b,Veronica catenata,Vas_2167,NBNSYS0000004099,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fzv&class=TaxonInstance,
Veronica chamaedrys,Veronica chamaedrys,Veronica chamaedrys,4,32,8,P,2cd4p9h.pa1,,L.,Germander Speedwell,,,,unchecked,b,Veronica chamaedrys,Vas_2168,NBNSYS0000004104,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.pa1&class=TaxonInstance,
Veronica fruticans,Veronica fruticans,Veronica fruticans,,,,P,2cd4p9h.fzx,,Jacq.,Rock Speedwell,,,,unchecked,b,Veronica fruticans,Vas_2170,NHMSYS0000464817,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fzx&class=TaxonInstance,
Veronica hederifolia,Veronica hederifolia,Veronica hederifolia,6,54,9,A,2cd4p9h.5ys,,L.,Ivy-leaved Speedwell,,,,unchecked,b,Veronica hederifolia,Vas_2171,NBNSYS0000004120,species,,N,Ar,Veronica,Plantaginaceae,Veronica hederifolia subsp. hederifolia;Veronica hederifolia subsp. lucorum,Veronica hederifolia subsp. hederifolia L.;Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.5ys&class=TaxonInstance,
Veronica montana,Veronica montana,Veronica montana,2,18,9,P,2cd4p9h.fzy,,L.,Wood Speedwell,,,,unchecked,b,Veronica montana,Vas_2172,NBNSYS0000004103,species,,N,N,Veronica,Plantaginaceae,,,native,native,alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.fzy&class=TaxonInstance,
Veronica officinalis,Veronica officinalis,Veronica officinalis,4,36,9,P,2cd4p9h.cyx,,L.,Heath Speedwell,,,,unchecked,b,Veronica officinalis,Vas_2173,NBNSYS0000004102,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.cyx&class=TaxonInstance,
Veronica scutellata,Veronica scutellata,Veronica scutellata,2,18,9,P,2cd4p9h.9cc,,L.,Marsh Speedwell,,,,unchecked,b,Veronica scutellata,Vas_2179,NBNSYS0000004101,species,,N,N,Veronica,Plantaginaceae,Veronica scutellata var. scutellata;Veronica scutellata var. villosa,Veronica scutellata var. scutellata L.;Veronica scutellata var. villosa Schum.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.9cc&class=TaxonInstance,
Veronica serpyllifolia,Veronica serpyllifolia,Veronica serpyllifolia,2,14,7,P,2cd4p9h.cyy,,L.,Thyme-leaved Speedwell,,,,unchecked,b,Veronica serpyllifolia,Vas_2180,NBNSYS0000004112,species,,N,N,Veronica,Plantaginaceae,Veronica serpyllifolia subsp. humifusa;Veronica serpyllifolia subsp. serpyllifolia,Veronica serpyllifolia subsp. humifusa (Dickson) Syme;Veronica serpyllifolia subsp. serpyllifolia L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.cyy&class=TaxonInstance,
Veronica spicata,Veronica spicata,Veronica spicata,,,,P,2cd4p9h.4bv,,L.,Spiked Speedwell,,,,unchecked,b,Veronica spicata,Vas_2181,NBNSYS0000004105,species,,N,N,Veronica,Plantaginaceae,Veronica spicata subsp. hybrida;Veronica spicata subsp. orchidea;Veronica spicata subsp. spicata,Veronica spicata subsp. hybrida (L.) Gaudin;Veronica spicata subsp. orchidea (Crantz) Hayek;Veronica spicata subsp. spicata L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.4bv&class=TaxonInstance,
Veronica triphyllos,Veronica triphyllos,Veronica triphyllos,,,,A,2cd4p9h.m77,,L.,Fingered Speedwell,,,,unchecked,b,Veronica triphyllos,Vas_2182,NBNSYS0000004119,species,,N,Ar,Veronica,Plantaginaceae,,,archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.m77&class=TaxonInstance,
Veronica verna,Veronica verna,Veronica verna,2,16,8,A,2cd4p9h.m7a,,L.,Spring Speedwell,,,,unchecked,b,Veronica verna,Vas_2183,NBNSYS0000004116,species,,N,N,Veronica,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.m7a&class=TaxonInstance,
Viburnum lantana,Viburnum lantana,Viburnum lantana,2,18,9,P,2cd4p9h.5pr,,L.,Wayfaring-tree,,,,unchecked,b,Viburnum lantana,Vas_2184,NBNSYS0000004326,species,,N,N,Viburnum,Adoxaceae,Viburnum lantana var. glabratum;Viburnum lantana var. lantana;Viburnum lantana var. rugosum,Viburnum lantana var. glabratum Chabert;Viburnum lantana var. lantana L.;Viburnum lantana var. rugosum Lange,native,alien,native (inferred),https://database.bsbi.org/object.php?entityid=2cd4p9h.5pr&class=TaxonInstance,
Viburnum opulus,Viburnum opulus,Viburnum opulus,2,18,9,P,2cd4p9h.m7d,,L.,Guelder-rose,,,,unchecked,b,Viburnum opulus,Vas_2185,NBNSYS0000004328,species,,N,N,Viburnum,Adoxaceae,Viburnum opulus f. flavum;Viburnum opulus f. opulus;Viburnum opulus f. roseum;Viburnum opulus subsp. trilobum;Viburnum opulus 'Rosea',Viburnum opulus f. flavum (Horw.) P.D.Sell;Viburnum opulus f. opulus L.;Viburnum opulus f. roseum (L.) Hegi;Viburnum opulus subsp. trilobum (Marshall) R.T.Clausen;Viburnum opulus 'Rosea',native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.m7d&class=TaxonInstance,
Vicia bithynica,Vicia bithynica,Vicia bithynica,2,14,7,P,2cd4p9h.9cx,,(L.) L.,Bithynian Vetch,,,,confirmed,b,Vicia bithynica,Vas_2187,NBNSYS0000003296,species,,N,N,Vicia,Fabaceae,,,native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.9cx&class=TaxonInstance,
